,Genome_ID
3254,GCA_900186945.1
3255,GCA_900187185.1
3256,GCA_900187255.1
3257,GCA_900187965.1
3258,GCA_900188235.1
3259,GCA_900188275.1
3260,GCA_900188355.1
3261,GCA_900188415.1
3262,GCA_900197635.1
3263,GCA_900198195.1
3265,GCA_900215465.1
3266,GCA_900239185.1
3267,GCA_900239305.1
3268,GCA_900239345.1
3269,GCA_900239455.1
3270,GCA_900239485.1
3271,GCA_900239495.1
3272,GCA_900239505.1
3273,GCA_900290975.1
3275,GCA_900299465.1
3276,GCA_900299475.1
3277,GCA_900299485.1
3278,GCA_900299505.1
3280,GCA_900299525.1
3281,GCA_900299535.1
3282,GCA_900312735.1
3283,GCA_900312745.1
3284,GCA_900312815.1
3287,GCA_900446675.1
3288,GCA_900446695.1
3289,GCA_900446705.1
3290,GCA_900446785.1
3291,GCA_900446825.1
3292,GCA_900446845.1
3293,GCA_900446855.1
3294,GCA_900446865.1
3295,GCA_900447195.1
3296,GCA_900447295.1
3297,GCA_900447345.1
3298,GCA_900447425.1
3299,GCA_900450525.1
3300,GCA_900453725.1
3301,GCA_900453765.1
3302,GCA_900453865.1
3304,GCA_900460905.1
3305,GCA_900460915.1
3306,GCA_900460995.1
3307,GCA_900475375.1
3308,GCA_900489465.1
3309,GCA_900489485.1
3310,GCA_900489835.1
3311,GCA_900538215.1
3312,GCA_900538225.1
3313,GCA_900543775.1
3316,GCA_900609965.1
3317,GCA_900609975.1
3318,GCA_900609985.1
3319,GCA_900609995.1
3320,GCA_900610005.1
3321,GCA_900610015.1
3322,GCA_900610025.1
3323,GCA_900610035.1
3324,GCA_900610045.1
3325,GCA_900610055.1
3326,GCA_900610065.1
3327,GCA_900610075.1
3328,GCA_900610085.1
3329,GCA_900610095.1
3330,GCA_900610105.1
3331,GCA_900610115.1
3332,GCA_900610125.1
3333,GCA_900610135.1
3334,GCA_900610145.1
3335,GCA_900610155.1
3336,GCA_900610165.1
3337,GCA_900610175.1
3338,GCA_900610185.1
3339,GCA_900610195.1
3340,GCA_900610205.1
3341,GCA_900610215.1
3342,GCA_900610225.1
3343,GCA_900610235.1
3344,GCA_900610245.1
3345,GCA_900610255.1
3346,GCA_900610265.1
3347,GCA_900610275.1
3348,GCA_900610285.1
3349,GCA_900610295.1
3350,GCA_900610305.1
3351,GCA_900610315.1
3352,GCA_900610325.1
3353,GCA_900610335.1
3354,GCA_900610345.1
3355,GCA_900610355.1
3356,GCA_900610385.1
3357,GCA_900618145.1
3360,GCA_900624725.1
3361,GCA_900636535.1
3362,GCA_900637665.1
3364,GCA_900637895.1
3365,GCA_900638125.1
3366,GCA_900638245.1
3367,GCA_900638435.1
3368,GCA_900683405.1
3369,GCA_900683625.1
3372,GCA_902167265.1
3373,GCA_902167275.1
3374,GCA_902167285.2
3376,GCA_902168145.1
3377,GCA_902168265.1
3378,GCA_902499555.1
3379,GCA_902506175.1
3380,GCA_902506265.1
3381,GCA_902506345.1
3382,GCA_902506355.1
3389,GCA_902516685.1
3391,GCA_902526805.1
3400,GCA_902605145.1
3403,GCA_902705265.1
3404,GCA_902705275.1
3405,GCA_902705285.1
3406,GCA_902705305.1
3407,GCA_902705315.1
3408,GCA_902705345.1
3409,GCA_902705355.1
3410,GCA_902705365.1
3411,GCA_902705375.1
3412,GCA_902705385.1
3413,GCA_902705395.1
3414,GCA_902705415.1
3415,GCA_902705425.1
3416,GCA_902705435.1
3417,GCA_902705445.1
3418,GCA_902705465.1
3419,GCA_902705495.1
3420,GCA_902705515.1
3421,GCA_902705525.1
3422,GCA_902705535.1
3423,GCA_902705555.1
3424,GCA_902705565.1
3426,GCA_902706275.1
3427,GCA_902728265.1
3428,GCA_902728305.1
3429,GCA_902729325.1
3430,GCA_902804475.1
3431,GCA_902804485.1
3432,GCA_903166575.1
3433,GCA_903819335.1
3434,GCA_903819435.1
3435,GCA_903819445.1
3491,GCA_903969135.1
